SK_ID_CURR,TARGET
100001,0.08217891692084645
100005,0.08133263075226346
100013,0.0801734781492169
100028,0.08051379990517614
100038,0.0833915170362934
100042,0.08048393851952301
100057,0.08154302221928791
100065,0.08231235062341949
100066,0.08174412274240261
100067,0.08107945884295195
100074,0.08254207562440663
100090,0.08247881076724928
100091,0.08238467373986426
100092,0.08196330502241923
100106,0.07940838025851393
100107,0.08049093393213473
100109,0.0810772840214815
100117,0.08300987621894555
100128,0.08013966067109994
100141,0.08124702408697553
100150,0.08297262807405349
100168,0.08151652839489916
100169,0.07948277780993104
100170,0.08212412565384203
100171,0.08384830523663833
100172,0.08193517323132744
100184,0.08185540805163988
100187,0.08179936200786965
100212,0.08193510912128907
100222,0.0834269916845906
100223,0.07957249831468975
100232,0.08264398257721432
100241,0.08097147693364794
100245,0.07919559636951608
100253,0.0800204713991658
100256,0.08188412029291875
100271,0.08104615597539334
100278,0.08149787883686375
100280,0.08139541080092207
100306,0.0816458403970667
100311,0.08183036997468156
100312,0.08129104585150262
100330,0.08087274477841963
100331,0.07965498934860185
100352,0.08239595815434854
100358,0.08168669539322895
100367,0.08192590902555257
100382,0.08193277069196403
100384,0.0816446908211221
100385,0.08197895950515079
100386,0.08178130193837971
100399,0.08232109525769078
100404,0.08133959196558802
100416,0.08358241144406542
100422,0.08270207326594793
100426,0.08189078004846095
100438,0.08331877080597705
100444,0.0828237486667114
100445,0.0815086475538847
100446,0.0808473416966958
100447,0.08248011047380667
100450,0.08244485707171972
100466,0.07912998908043492
100483,0.0824784542346262
100484,0.08086855511245417
100494,0.08109641880246006
100510,0.08278659854088395
100512,0.08133628060068385
100517,0.08291522828960089
100548,0.08164977443512804
100551,0.08280057901586471
100552,0.08003340183697999
100553,0.08007265605849748
100561,0.08178357251509251
100568,0.08151098949561636
100569,0.07917036119984813
100591,0.08085017290576743
100592,0.08096615185680159
100602,0.08200161948564648
100607,0.08251636421723954
100613,0.0821142997702447
100617,0.08188116221000885
100618,0.08181075541808608
100622,0.08323641383396896
100625,0.08131507305870055
100677,0.08168304475361568
100699,0.08321996917742971
100702,0.0829895036592815
100711,0.08043924339401973
100729,0.08169868549478838
100740,0.08201829718175714
100744,0.08332148354374723
100745,0.08129497596754785
100747,0.08108376461051443
100751,0.08146089098118238
100752,0.08023419014570013
100753,0.08254675742413634
100754,0.08257500327569747
100760,0.08208730228252265
100762,0.08321114409366506
100763,0.0813432995052146
100765,0.08206262369868482
100770,0.08087518811364074
100772,0.08137543448411519
100777,0.08138290406877083
100791,0.0832789511803121
100792,0.08073378204437526
100797,0.08161852057511722
100823,0.08323866408934356
100826,0.08125189905951409
100830,0.0823644494878272
