SK_ID_CURR,TARGET
100001,0.015151515151515152
100005,1.0
100013,1.0
100028,0.0056782334384858045
100038,1.0
100042,1.0
100057,1.0
100065,0.013386880856760375
100066,0.0
100067,0.02546296296296296
100074,0.0
100090,1.0
100091,0.0
100092,0.09930313588850175
100106,0.0
100107,1.0
100109,0.013386880856760375
100117,0.0
100128,0.042735042735042736
100141,0.0
100150,1.0
100168,0.0
100169,0.0
100170,0.0
100171,1.0
100172,0.0
100184,0.09930313588850175
100187,0.0
100212,0.0
100222,0.0
100223,0.0
100232,0.0
100241,0.0
100245,0.0
100253,0.0
100256,0.0
100271,0.0
100278,1.0
100280,0.0
100306,0.0
100311,0.023809523809523808
100312,1.0
100330,1.0
100331,0.0
100352,0.011933174224343675
100358,0.0
100367,0.0
100382,0.0
100384,0.017391304347826087
100385,0.15789473684210525
100386,1.0
100399,0.0
100404,0.0
100416,0.013046654837699614
100422,0.0
100426,1.0
100438,0.020202020202020204
100444,1.0
100445,0.07902298850574713
100446,0.0
100447,1.0
100450,0.0
100466,0.0
100483,0.0
100484,0.0
100494,1.0
100510,0.0
100512,1.0
100517,0.0
100548,0.09930313588850175
100551,1.0
100552,1.0
100553,0.0
100561,0.0
100568,0.0
100569,0.00889152341434499
100591,0.017615176151761516
100592,1.0
100602,0.0
100607,0.015784586815227482
100613,1.0
100617,1.0
100618,0.0
100622,0.0
100625,1.0
100677,1.0
100699,0.0
100702,0.0
100711,0.020737327188940093
100729,1.0
100740,1.0
100744,1.0
100745,0.010752688172043012
100747,1.0
100751,0.0
100752,0.0
100753,1.0
100754,0.0
100760,0.0
100762,1.0
100763,1.0
100765,1.0
100770,0.0
100772,0.006238859180035651
100777,0.0
100791,1.0
100792,0.0
100797,1.0
100823,1.0
100826,1.0
100830,0.0
100836,0.0
100872,0.0
100910,0.0
100913,1.0
100918,0.0
100931,0.0
100952,0.0
100953,0.013046654837699614
100965,0.023809523809523808
100970,0.01485148514851485
100982,0.0
100983,1.0
100984,1.0
100987,0.0
100997,0.0
100998,0.0
101002,0.0
101005,0.0
101008,0.0
101020,0.07902298850574713
101021,0.0
101024,1.0
101025,0.03125
101026,0.0
101031,1.0
101041,0.0019342359767891683
101051,0.0
101055,0.07081712062256809
101056,0.0
101057,0.0
101064,0.0
101079,1.0
101087,0.0
101090,1.0
101092,0.5
101097,0.0
101099,0.013046654837699614
101107,1.0
101118,0.1407035175879397
101125,1.0
101126,0.013046654837699614
101128,0.0
101136,0.0
101140,0.0
101149,1.0
101160,0.004555808656036446
101169,0.0
101181,0.0
101186,1.0
101190,1.0
101193,0.0
101194,1.0
101198,0.0049261083743842365
101200,0.0
101204,0.005917159763313609
101211,0.03313840155945419
101213,0.02546296296296296
101223,0.0425531914893617
101225,0.10654596100278552
101237,1.0
101243,0.03313840155945419
101244,1.0
101258,0.008064516129032258
101259,0.0547112462006079
101268,0.0
101269,1.0
101271,0.0
101279,1.0
101281,0.0
101287,0.03278688524590164
101292,0.0
101294,0.0
101296,0.0
101297,0.03712035995500562
101299,0.0
101301,0.00889152341434499
101305,0.0
101308,0.0
101318,0.013046654837699614
101327,0.0
101329,1.0
101332,0.004555808656036446
101337,0.03712035995500562
101343,0.0430622009569378
101345,0.0
101346,0.013046654837699614
101353,0.0
101354,0.0
101355,0.0
101356,0.0430622009569378
101362,1.0
101363,0.0
101365,1.0
101366,0.0047694753577106515
101367,0.0
101368,0.0
101374,0.0
101380,1.0
101383,0.0
101398,0.0
101399,0.0
101401,1.0
101412,0.02809917355371901
101426,0.013046654837699614
101427,0.0
101428,1.0
101429,1.0
101434,1.0
101440,0.0
101448,1.0
101449,0.011933174224343675
101465,0.0
101467,0.020202020202020204
101472,0.07902298850574713
101478,0.0
101497,0.0
101504,0.014925373134328358
101547,0.0
101548,0.0
101555,1.0
101570,0.0
101572,1.0
101578,0.0
101580,0.0
101588,1.0
101602,0.01078167115902965
101610,0.0
101614,0.01647058823529412
101616,0.021487603305785124
101643,0.0
101644,1.0
101649,1.0
101650,0.07081712062256809
101665,0.0
101667,0.0
101669,0.0
101674,1.0
101675,0.0
101678,0.0
101682,1.0
101686,1.0
101697,1.0
101700,0.0
101711,0.0
101714,0.03260869565217391
101715,1.0
101728,1.0
101732,0.0
101757,0.0
101758,0.0
101759,1.0
101762,0.0
101764,1.0
101780,0.0
101784,0.0
101789,0.0
101816,0.09930313588850175
101819,0.0
101827,0.0
101863,0.0
101867,0.07142857142857142
101870,0.0
101873,0.1032258064516129
101878,0.0
101879,0.0
101880,0.006238859180035651
101887,0.011933174224343675
101897,1.0
101901,0.0
101903,1.0
101920,0.015784586815227482
101921,0.0
101922,0.0
101961,0.2857142857142857
101962,0.015784586815227482
101971,0.0
101976,0.0
102002,1.0
102005,0.0
102007,1.0
102017,0.0
102019,0.0
102029,0.0
102051,0.0
102052,0.0
102054,0.0
102062,0.002183406113537118
102067,1.0
102068,0.0
102070,1.0
102090,0.0
102092,0.0
102099,0.5
102100,0.024734982332155476
102112,0.047285464098073555
102113,0.0
102122,0.0
102123,0.0423728813559322
102125,0.1407035175879397
102126,0.0
102146,1.0
102147,1.0
102151,1.0
102158,1.0
102159,0.0
102162,0.0
102165,0.03278688524590164
102166,1.0
102174,0.0
102193,0.038461538461538464
102198,1.0
102205,0.0
102206,0.0
102218,0.0
102221,1.0
102230,0.002280501710376283
102238,0.0
102248,0.011933174224343675
102252,1.0
102259,0.0
102262,0.0
102273,0.0
102286,0.0
102293,0.022002200220022004
102294,0.0
102296,0.004555808656036446
102298,0.06705539358600583
102303,0.0
102309,1.0
102315,0.0
102340,0.015784586815227482
102342,0.0
102344,0.09930313588850175
102346,1.0
102347,0.02809917355371901
102374,0.0430622009569378
102380,1.0
102387,0.0
102393,1.0
102403,1.0
102413,0.0
102414,1.0
102415,0.021367521367521368
102416,1.0
102439,0.047839506172839504
102441,1.0
102443,0.0
102444,1.0
102445,0.0
102448,1.0
102449,0.015384615384615385
102450,0.0
102456,0.0047694753577106515
102458,0.0
102459,0.0430622009569378
102465,1.0
102470,0.0
102471,0.0
102475,0.0
102476,0.0
102506,0.0
102509,1.0
102519,0.0
102522,0.0
102545,0.0
102549,1.0
102562,0.0
102563,1.0
102568,0.0
102582,0.0
102592,0.015827338129496403
